VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2018-01-01 00:41:43,2018-01-01 00:44:18,1,.56,1,N,143,143,1,4,0.5,0.5,1.06,0,0.3,6.36
2,2018-01-01 00:48:01,2018-01-01 01:01:58,1,2.34,1,N,143,236,1,11.5,0.5,0.5,2.56,0,0.3,15.36
1,2018-01-01 00:10:13,2018-01-01 00:26:26,1,5.20,1,N,79,75,1,16.5,0.5,0.5,2,0,0.3,19.8
1,2018-01-01 00:33:52,2018-01-01 00:50:43,1,6.20,1,N,263,148,1,20.5,0.5,0.5,4.35,0,0.3,26.15
1,2018-01-01 00:59:59,2018-01-01 01:10:45,1,2.90,1,N,148,87,1,12,0.5,0.5,3.3,0,0.3,16.6
1,2018-01-01 00:28:19,2018-01-01 00:32:49,2,1.10,1,N,141,263,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2018-01-01 00:34:13,2018-01-01 00:51:43,1,3.30,1,N,263,48,2,14,0.5,0.5,0,0,0.3,15.3
1,2018-01-01 00:53:07,2018-01-01 01:11:23,3,6.90,1,N,48,116,2,22.5,0.5,0.5,0,0,0.3,23.8
2,2018-01-01 00:32:42,2018-01-01 01:09:35,1,5.02,1,N,234,41,1,24.5,0.5,0.5,5.16,0,0.3,30.96
1,2018-01-01 00:12:11,2018-01-01 00:32:35,2,7.90,1,N,249,116,1,24.5,0.5,0.5,3.87,0,0.3,29.67
1,2018-01-01 00:41:09,2018-01-01 00:51:14,1,1.50,1,N,166,42,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,2018-01-01 00:58:44,2018-01-01 01:08:18,1,1.40,1,N,74,168,2,8,0.5,0.5,0,0,0.3,9.3
2,2018-01-01 00:34:56,2018-01-01 00:54:27,1,.73,1,N,170,233,1,12,0.5,0.5,2.66,0,0.3,15.96
1,2018-01-01 00:09:45,2018-01-01 00:23:17,1,3.40,1,N,113,255,1,13.5,0.5,0.5,4.4,0,0.3,19.2
1,2018-01-01 00:25:46,2018-01-01 00:40:40,2,5.10,1,N,255,25,1,18,0.5,0.5,3.85,0,0.3,23.15
1,2018-01-01 00:53:46,2018-01-01 01:09:32,1,2.30,1,N,125,246,1,12,0.5,0.5,1,0,0.3,14.3
1,2018-01-01 00:27:14,2018-01-01 00:35:16,2,.60,1,N,170,170,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2018-01-01 00:47:39,2018-01-01 01:15:33,2,6.00,1,N,161,87,1,24,0.5,0.5,0.25,0,0.3,25.55
2,2018-01-01 00:15:29,2018-01-01 00:24:35,2,1.94,1,N,263,239,2,9,0.5,0.5,0,0,0.3,10.3
2,2018-01-01 00:29:41,2018-01-01 01:01:51,2,7.06,1,N,239,83,2,26.5,0.5,0.5,0,0,0.3,27.8
2,2018-01-01 00:46:59,2018-01-01 00:55:24,1,1.57,1,N,170,141,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2018-01-01 00:56:29,2018-01-01 01:14:01,1,7.85,1,N,141,33,1,23,0.5,0.5,0,0,0.3,24.3
2,2018-01-01 00:37:54,2018-01-01 00:41:04,1,.38,1,N,114,79,2,4,0.5,0.5,0,0,0.3,5.3
2,2018-01-01 00:43:16,2018-01-01 00:55:30,1,1.69,1,N,79,164,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2018-01-01 00:36:57,2018-01-01 01:13:57,5,5.41,1,N,100,261,2,26.5,0.5,0.5,0,0,0.3,27.8
1,2018-01-01 00:18:45,2018-01-01 00:26:15,1,1.40,1,N,161,237,1,7.5,0.5,0.5,1.58,0,0.3,10.38
1,2018-01-01 00:27:26,2018-01-01 00:33:49,1,1.30,1,N,236,262,2,7,0.5,0.5,0,0,0.3,8.3
1,2018-01-01 00:38:38,2018-01-01 00:41:07,1,.60,1,N,263,141,1,4,0.5,0.5,1.05,0,0.3,6.35
1,2018-01-01 00:43:21,2018-01-01 00:57:13,1,2.90,1,N,263,41,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2018-01-01 00:57:56,2018-01-01 01:07:46,1,2.10,1,N,41,42,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2018-01-01 00:44:14,2018-01-01 00:55:32,2,1.63,1,N,90,170,1,9,0.5,0.5,0,0,0.3,10.3
1,2018-01-01 00:07:53,2018-01-01 00:11:04,1,.10,1,N,68,68,3,4,0.5,0.5,0,0,0.3,5.3
1,2018-01-01 00:21:26,2018-01-01 00:35:13,1,3.70,1,N,68,13,2,13.5,0.5,0.5,0,0,0.3,14.8
1,2018-01-01 00:58:01,2018-01-01 01:08:05,2,1.70,1,N,231,79,1,8,0.5,0.5,2.75,0,0.3,12.05
1,2018-01-01 00:11:50,2018-01-01 00:16:14,2,.60,1,N,164,170,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2018-01-01 00:31:41,2018-01-01 00:42:34,2,.50,1,N,161,162,1,7.5,0.5,0.5,0,0,0.3,8.8
1,2018-01-01 00:51:04,2018-01-01 00:58:49,3,.60,1,N,161,170,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2018-01-01 00:10:16,2018-01-01 00:32:39,1,4.27,1,N,48,263,2,17.5,0.5,0.5,0,0,0.3,18.8
2,2018-01-01 00:38:08,2018-01-01 00:57:29,1,8.83,1,N,237,33,2,26.5,0.5,0.5,0,0,0.3,27.8
1,2018-01-01 00:14:57,2018-01-01 00:29:50,1,1.90,1,N,68,211,1,11,0.5,0.5,1.7,0,0.3,14
1,2018-01-01 00:33:12,2018-01-01 01:09:05,1,6.60,1,N,125,181,1,27.5,0.5,0.5,5.75,0,0.3,34.55
2,2018-01-01 00:10:54,2018-01-01 00:28:15,4,1.81,1,N,170,79,1,12,0.5,0.5,3.32,0,0.3,16.62
2,2018-01-01 00:32:46,2018-01-01 00:41:54,3,2.73,1,N,79,140,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2018-01-01 00:45:53,2018-01-01 00:48:44,4,.85,1,N,140,262,1,5,0.5,0.5,0.94,0,0.3,7.24
2,2018-01-01 00:51:11,2018-01-01 00:59:32,4,1.43,1,N,262,237,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-01-01 00:08:57,2018-01-01 00:16:57,1,.41,1,N,164,170,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-01-01 00:03:10,2018-01-01 00:36:04,1,19.22,2,N,132,166,1,52,0,0.5,11.71,5.76,0.3,70.27
2,2018-01-01 00:37:31,2018-01-01 00:50:06,1,2.43,1,N,166,142,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2018-01-01 00:51:47,2018-01-01 01:01:36,1,1.06,1,N,142,48,1,7.5,0.5,0.5,0.88,0,0.3,9.68
2,2018-01-01 00:09:29,2018-01-01 00:15:50,6,1.42,1,N,236,141,1,7,0.5,0.5,2.08,0,0.3,10.38
2,2018-01-01 00:19:24,2018-01-01 00:36:20,6,2.87,1,N,229,239,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018-01-01 00:38:30,2018-01-01 00:44:04,6,.94,1,N,239,238,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-01-01 00:47:07,2018-01-01 00:57:15,6,2.43,1,N,151,116,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2018-01-01 00:01:13,2018-01-01 00:10:01,1,1.47,1,N,90,164,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-01-01 00:25:10,2018-01-01 00:35:43,1,.96,1,N,170,162,2,8,0.5,0.5,0,0,0.3,9.3
2,2018-01-01 00:44:08,2018-01-01 00:59:56,1,1.91,1,N,161,164,2,11,0.5,0.5,0,0,0.3,12.3
2,2018-01-01 00:42:16,2018-01-01 00:59:28,1,2.19,1,N,170,125,1,12.5,0.5,0.5,2.8,0,0.3,16.6
1,2018-01-01 00:28:32,2018-01-01 00:32:40,1,.80,1,N,65,97,1,5.5,0.5,0.5,2,0,0.3,8.8
1,2018-01-01 00:42:02,2018-01-01 00:55:34,2,2.00,1,N,148,88,1,11,0.5,0.5,3.65,0,0.3,15.95
1,2018-01-01 00:59:15,2018-01-01 01:10:12,2,5.50,1,N,88,162,2,17,0.5,0.5,0,0,0.3,18.3
2,2018-01-01 00:13:35,2018-01-01 00:30:18,4,.93,1,N,163,161,2,11,0.5,0.5,0,0,0.3,12.3
2,2018-01-01 00:36:35,2018-01-01 00:59:08,3,8.32,1,N,161,212,2,26,0.5,0.5,0,0,0.3,27.3
1,2018-01-01 00:50:50,2018-01-01 01:23:21,1,11.00,1,N,132,61,1,34.5,0.5,0.5,3.58,0,0.3,39.38
1,2018-01-01 00:30:59,2018-01-01 00:40:27,2,2.30,1,N,80,198,2,10,0.5,0.5,0,0,0.3,11.3
1,2018-01-01 00:52:06,2018-01-01 01:12:19,3,10.00,1,N,80,26,1,29,0.5,0.5,6.05,0,0.3,36.35
1,2018-01-01 00:42:02,2018-01-01 00:46:47,1,.80,1,N,79,113,2,5,0.5,0.5,0,0,0.3,6.3
1,2018-01-01 00:49:26,2018-01-01 01:21:10,1,6.80,1,N,113,198,3,26,0.5,0.5,0,0,0.3,27.3
2,2018-01-01 00:25:48,2018-01-01 00:32:37,1,1.38,1,N,79,224,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:38:03,2018-01-01 01:05:49,1,9.22,1,N,4,173,2,30,0.5,0.5,0,0,0.3,31.3
2,2018-01-01 00:25:41,2018-01-01 00:28:11,1,.45,1,N,79,107,1,4,0.5,0.5,0,0,0.3,5.3
2,2018-01-01 00:46:52,2018-01-01 00:57:43,1,2.43,1,N,161,262,1,10,0.5,0.5,2.82,0,0.3,14.12
1,2018-01-01 00:09:10,2018-01-01 00:23:49,1,10.00,1,N,138,66,1,27.5,0.5,0.5,6,0,0.3,34.8
1,2018-01-01 00:38:56,2018-01-01 01:16:48,1,5.40,1,N,261,142,1,26,0.5,0.5,3.7,0,0.3,31
2,2018-01-01 00:41:50,2018-01-01 01:09:35,3,3.00,1,N,90,237,2,18,0.5,0.5,0,0,0.3,19.3
2,2018-01-01 00:21:45,2018-01-01 00:36:39,4,1.96,1,N,68,170,2,11,0.5,0.5,0,0,0.3,12.3
2,2018-01-01 00:46:00,2018-01-01 00:55:04,4,1.61,1,N,79,162,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2018-01-01 00:45:18,2018-01-01 00:51:52,1,.78,1,N,79,79,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2018-01-01 00:59:12,2018-01-01 01:09:00,1,1.55,1,N,79,137,1,8.5,0.5,0.5,2.45,0,0.3,14.2
1,2018-01-01 00:18:37,2018-01-01 00:33:03,1,1.10,1,N,162,186,1,10,0.5,0.5,1,0,0.3,12.3
1,2018-01-01 00:40:01,2018-01-01 01:10:03,3,6.70,1,N,68,74,2,25.5,0.5,0.5,0,0,0.3,26.8
2,2018-01-01 00:14:32,2018-01-01 00:33:31,3,3.31,1,N,238,262,1,15.5,0.5,0.5,1,0,0.3,17.8
2,2018-01-01 00:44:27,2018-01-01 00:56:38,4,2.22,1,N,141,107,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2018-01-01 00:58:02,2018-01-01 01:04:18,3,.52,1,N,107,107,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-01-01 00:13:58,2018-01-01 00:18:36,1,.50,1,N,161,229,1,5,0.5,0.5,1,0,0.3,7.3
2,2018-01-01 00:25:05,2018-01-01 00:49:01,1,5.76,1,N,161,255,1,22,0.5,0.5,3,0,0.3,26.3
2,2018-01-01 00:50:54,2018-01-01 01:07:06,1,3.58,1,N,256,36,1,14,0.5,0.5,3.82,0,0.3,19.12
2,2018-01-01 00:29:19,2018-01-01 01:01:53,1,4.03,1,N,142,164,2,21.5,0.5,0.5,0,0,0.3,22.8
2,2018-01-01 00:24:09,2018-01-01 00:28:53,1,.75,1,N,142,239,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2018-01-01 00:31:39,2018-01-01 00:44:24,1,2.25,1,N,239,166,1,11,0.5,0.5,3.08,0,0.3,15.38
2,2018-01-01 00:48:00,2018-01-01 00:54:29,1,1.57,1,N,166,116,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-01-01 01:01:12,2018-01-01 01:10:35,2,1.79,1,N,152,151,1,9,0.5,0.5,2,0,0.3,12.3
1,2018-01-01 00:03:30,2018-01-01 00:40:41,0,14.10,1,N,50,130,2,42,0.5,0.5,0,0,0.3,43.3
1,2018-01-01 00:49:41,2018-01-01 01:08:30,1,4.30,1,N,50,13,2,17,0.5,0.5,0,0,0.3,18.3
2,2018-01-01 00:19:57,2018-01-01 00:30:59,6,1.49,1,N,43,233,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-01-01 00:37:01,2018-01-01 01:29:56,6,3.41,1,N,161,158,1,30,0.5,0.5,10,0,0.3,41.3
2,2018-01-01 00:03:16,2018-01-01 00:22:03,1,4.16,1,N,142,74,1,16.5,0.5,0.5,4.45,0,0.3,22.25
2,2018-01-01 00:31:34,2018-01-01 01:09:47,1,1.82,1,N,43,170,2,22,0.5,0.5,0,0,0.3,23.3
1,2018-01-01 00:18:12,2018-01-01 00:30:30,2,1.00,1,N,246,158,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2018-01-01 00:36:41,2018-01-01 00:55:36,2,2.20,1,N,158,48,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2018-01-01 00:08:36,2018-01-01 00:31:08,2,3.12,1,N,264,264,1,16,0.5,0.5,3.46,0,0.3,20.76
2,2018-01-01 01:03:54,2018-01-01 01:08:37,2,.74,1,N,264,264,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-01-01 00:19:47,2018-01-01 00:39:22,6,3.29,1,N,232,79,1,14.5,0.5,0.5,3.16,0,0.3,20.91
2,2018-01-01 00:45:02,2018-01-01 01:02:37,5,2.52,1,N,114,170,1,13.5,0.5,0.5,2.96,0,0.3,17.76
2,2018-01-01 01:05:28,2018-01-01 01:20:18,5,6.70,1,N,170,231,1,20,0.5,0.5,2,0,0.3,23.3
2,2018-01-01 00:17:16,2018-01-01 00:46:33,1,4.16,1,N,68,141,1,20.5,0.5,0.5,2.18,0,0.3,23.98
2,2018-01-01 00:48:28,2018-01-01 00:58:34,1,1.99,1,N,141,239,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2018-01-01 00:09:06,2018-01-01 00:13:50,5,1.21,1,N,50,239,2,6,0.5,0.5,0,0,0.3,7.3
2,2018-01-01 00:23:09,2018-01-01 00:33:45,5,2.54,1,N,142,151,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2018-01-01 00:34:34,2018-01-01 00:47:11,5,4.88,1,N,151,68,1,16,0.5,0.5,3.46,0,0.3,20.76
2,2018-01-01 00:56:10,2018-01-01 01:08:48,5,2.19,1,N,186,162,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2018-01-01 00:17:02,2018-01-01 00:33:57,1,8.80,1,N,87,236,1,25.5,0.5,0.5,8.04,0,0.3,34.84
2,2018-01-01 00:41:05,2018-01-01 00:50:31,1,2.92,1,N,263,162,2,11,0.5,0.5,0,0,0.3,12.3
2,2018-01-01 00:26:35,2018-01-01 00:59:32,1,3.98,1,N,142,249,2,21.5,0.5,0.5,0,0,0.3,22.8
1,2018-01-01 00:21:23,2018-01-01 00:33:07,1,4.40,1,N,236,4,2,14.5,0.5,0.5,0,0,0.3,15.8
1,2018-01-01 00:35:48,2018-01-01 00:48:21,1,1.60,1,N,4,249,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2018-01-01 00:52:02,2018-01-01 01:12:55,1,3.00,1,N,249,233,2,15,0.5,0.5,0,0,0.3,16.3
2,2018-01-01 00:15:37,2018-01-01 00:34:31,1,4.11,1,N,151,244,1,17,0.5,0.5,4.58,0,0.3,22.88
2,2018-01-01 00:55:01,2018-01-01 01:07:56,1,1.90,1,N,163,140,1,10,0.5,0.5,1.13,0,0.3,12.43
2,2018-01-01 00:13:48,2018-01-01 00:22:32,1,1.89,1,N,43,151,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-01-01 00:32:23,2018-01-01 00:36:18,1,.64,1,N,143,143,1,4.5,0.5,0.5,1,0,0.3,6.8
2,2018-01-01 00:38:15,2018-01-01 00:56:10,1,3.34,1,N,143,236,2,14,0.5,0.5,0,0,0.3,15.3
1,2018-01-01 00:08:20,2018-01-01 00:22:49,1,3.70,1,N,211,255,1,14,0.5,0.5,3.05,0,0.3,18.35
1,2018-01-01 00:49:19,2018-01-01 01:15:24,1,6.40,1,N,107,238,1,23.5,0.5,0.5,4.95,0,0.3,29.75
2,2018-01-01 00:27:13,2018-01-01 00:47:06,1,3.24,1,N,170,236,2,15,0.5,0.5,0,0,0.3,16.3
2,2018-01-01 00:51:32,2018-01-01 01:04:59,1,2.25,1,N,43,151,2,11,0.5,0.5,0,0,0.3,12.3
2,2018-01-01 00:00:42,2018-01-01 00:06:36,1,.79,1,N,68,90,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,2018-01-01 00:14:16,2018-01-01 00:17:43,1,.47,1,N,113,249,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2018-01-01 00:23:39,2018-01-01 00:25:36,1,.25,1,N,249,249,1,3.5,0.5,0.5,1.44,0,0.3,6.24
2,2018-01-01 00:28:58,2018-01-01 01:04:46,1,4.55,1,N,249,237,1,23,0.5,0.5,0.4,0,0.3,24.7
1,2018-01-01 00:09:57,2018-01-01 00:20:03,2,1.40,1,N,158,234,1,8,0.5,0.5,2.3,0,0.3,11.6
1,2018-01-01 00:27:27,2018-01-01 00:50:50,2,8.90,1,N,107,116,1,27.5,0.5,0.5,5.75,0,0.3,34.55
2,2018-01-01 00:45:35,2018-01-01 01:06:21,1,5.11,1,N,264,264,1,19.5,0.5,0.5,4.16,0,0.3,24.96
2,2018-01-01 00:43:55,2018-01-01 00:56:05,1,2.95,1,N,170,4,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2018-01-01 00:57:56,2018-01-01 01:07:52,1,2.70,1,N,4,87,1,10.5,0.5,0.5,0,0,0.3,11.8
2,2018-01-01 00:11:27,2018-01-01 00:22:33,1,2.23,1,N,141,239,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2018-01-01 00:24:41,2018-01-02 00:22:33,3,1.41,1,N,239,48,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-01-01 00:34:07,2018-01-01 00:55:19,2,1.73,1,N,48,48,1,14,0.5,0.5,1,0,0.3,16.3
2,2018-01-01 00:57:22,2018-01-01 01:15:09,2,3.57,1,N,48,90,1,14.5,0.5,0.5,3.16,0,0.3,18.96
1,2018-01-01 00:44:00,2018-01-01 00:45:21,1,.30,1,N,263,263,1,3,0.5,0.5,0.85,0,0.3,5.15
1,2018-01-01 00:49:31,2018-01-01 00:55:04,1,1.10,1,N,263,140,1,6.5,0.5,0.5,0.78,0,0.3,8.58
1,2018-01-01 00:56:11,2018-01-01 00:58:48,1,.70,1,N,140,263,1,4,0.5,0.5,1,0,0.3,6.3
2,2018-01-01 00:34:45,2018-01-01 01:20:30,5,9.13,1,N,164,56,2,35.5,0.5,0.5,0,0,0.3,36.8
1,2018-01-01 00:25:20,2018-01-01 00:43:29,2,3.30,1,N,90,13,2,14,0.5,0.5,0,0,0.3,15.3
1,2018-01-01 00:49:06,2018-01-01 01:03:14,2,2.40,1,N,13,144,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,2018-01-01 00:14:54,2018-01-01 01:02:02,2,2.60,1,N,237,68,2,26.5,0.5,0.5,0,0,0.3,27.8
2,2018-01-01 00:30:50,2018-01-01 01:01:02,5,1.26,1,N,163,164,1,17.5,0.5,0.5,3.76,0,0.3,22.56
1,2018-01-01 00:21:23,2018-01-01 00:42:52,2,3.20,1,N,170,263,1,15.5,0.5,0.5,5,0,0.3,21.8
1,2018-01-01 00:44:39,2018-01-01 00:58:24,1,2.10,1,N,263,238,1,11,0.5,0.5,0,0,0.3,12.3
2,2017-12-31 23:58:36,2017-12-31 23:58:38,1,.00,5,N,264,48,1,50,0,0,0,0,0.3,50.3
2,2018-01-01 00:21:42,2018-01-01 00:36:58,1,3.64,1,N,151,244,2,14,0.5,0.5,0,0,0.3,15.3
1,2018-01-01 00:06:53,2018-01-01 00:15:51,1,3.50,1,N,163,7,1,12,0.5,0.5,2.65,0,0.3,15.95
1,2018-01-01 00:51:44,2018-01-01 00:56:19,1,1.10,1,N,237,233,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2018-01-01 00:07:51,2018-01-01 00:11:57,1,.50,1,N,43,237,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2018-01-01 00:23:20,2018-01-01 00:45:22,1,9.10,1,N,237,127,2,29,0.5,0.5,0,0,0.3,30.3
1,2018-01-01 00:42:49,2018-01-01 00:48:12,1,.70,1,N,107,79,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2018-01-01 00:50:14,2018-01-01 01:30:54,1,14.80,1,N,79,240,2,46.5,0.5,0.5,0,0,0.3,47.8
1,2018-01-01 00:08:07,2018-01-01 00:14:23,1,.90,1,N,231,125,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2018-01-01 00:22:55,2018-01-01 00:29:22,1,1.20,1,N,231,87,1,6.5,0.5,0.5,2.3,0,0.3,10.1
1,2018-01-01 00:32:02,2018-01-01 00:53:04,1,5.10,1,N,87,48,2,18.5,0.5,0.5,0,0,0.3,19.8
1,2018-01-01 00:19:41,2018-01-01 00:24:16,1,1.30,1,N,74,75,2,6,0.5,0.5,0,0,0.3,7.3
1,2018-01-01 00:26:02,2018-01-01 00:31:32,1,1.60,1,N,75,74,1,7,0.5,0.5,1.65,0,0.3,9.95
1,2018-01-01 00:36:06,2018-01-01 00:40:07,1,.80,1,N,74,42,2,5,0.5,0.5,0,0,0.3,6.3
1,2018-01-01 00:44:30,2018-01-01 00:53:16,1,1.80,1,N,41,151,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2018-01-01 00:54:53,2018-01-01 01:17:36,3,5.10,1,N,24,233,1,18.5,0.5,0.5,3.95,0,0.3,23.75
1,2018-01-01 00:24:05,2018-01-01 00:39:29,2,1.70,1,N,79,232,1,11,0.5,0.5,0,0,0.3,12.3
1,2018-01-01 00:48:49,2018-01-01 01:04:48,3,2.30,1,N,148,249,1,12,0.5,0.5,1.6,0,0.3,14.9
2,2018-01-01 00:12:38,2018-01-01 00:25:40,1,3.12,1,N,249,33,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2018-01-01 00:33:53,2018-01-01 00:41:57,1,1.20,1,N,186,234,1,7,0.5,0.5,1.24,0,0.3,9.54
2,2018-01-01 00:54:48,2018-01-01 01:05:04,1,1.79,1,N,164,237,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-01-01 00:24:10,2018-01-01 00:29:27,1,1.17,1,N,229,137,1,6,0.5,0.5,1.1,0,0.3,8.4
2,2018-01-01 00:36:09,2018-01-01 00:47:23,1,1.40,1,N,107,148,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2018-01-01 00:48:50,2018-01-01 00:55:59,1,.90,1,N,148,4,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2018-01-01 00:21:26,2018-01-01 00:28:01,1,1.03,1,N,249,234,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2018-01-01 00:28:38,2018-01-01 00:41:12,1,1.59,1,N,113,148,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2018-01-01 00:44:48,2018-01-01 00:51:53,1,1.16,1,N,148,209,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2018-01-01 00:53:20,2018-01-01 01:12:48,1,7.59,1,N,209,262,1,23.5,0.5,0.5,3.5,0,0.3,28.3
1,2018-01-01 00:44:33,2018-01-01 00:53:14,3,1.00,1,N,79,148,1,7,0.5,0.5,0,0,0.3,8.3
1,2018-01-01 00:55:25,2018-01-01 01:29:50,4,6.40,1,N,148,143,1,26,0.5,0.5,8.15,0,0.3,35.45
2,2018-01-01 00:19:07,2018-01-01 00:36:35,2,2.63,1,N,186,148,1,13.5,0.5,0.5,0,0,0.3,14.8
2,2018-01-01 00:39:07,2018-01-01 00:56:03,3,4.04,1,N,148,13,1,16.5,0.5,0.5,1.25,0,0.3,19.05
2,2018-01-01 00:18:10,2018-01-01 00:42:50,2,4.16,1,N,113,141,1,18,0.5,0.5,3.86,0,0.3,23.16
2,2018-01-01 00:55:21,2018-01-01 01:21:49,2,9.51,1,N,236,52,2,29.5,0.5,0.5,0,0,0.3,30.8
1,2018-01-01 00:22:32,2018-01-01 00:32:48,1,3.40,1,N,264,264,2,12,0.5,0.5,0,0,0.3,13.3
1,2018-01-01 00:39:41,2018-01-01 01:02:48,2,1.80,1,N,163,234,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2018-01-01 00:04:27,2018-01-01 00:10:57,1,1.86,1,N,143,151,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-01-01 00:14:15,2018-01-01 00:27:55,1,2.32,1,N,238,262,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2018-01-01 00:30:15,2018-01-01 00:52:21,1,5.44,1,N,262,246,1,19.5,0.5,0.5,5.2,0,0.3,26
2,2018-01-01 00:57:40,2018-01-01 01:19:32,1,3.59,1,N,50,140,2,16.5,0.5,0.5,0,0,0.3,17.8
2,2018-01-01 00:19:02,2018-01-01 00:36:05,4,3.99,1,N,43,116,2,15,0.5,0.5,0,0,0.3,16.3
2,2018-01-01 00:37:11,2018-01-01 00:43:10,3,1.06,1,N,116,152,2,6,0.5,0.5,0,0,0.3,7.3
1,2018-01-01 00:18:38,2018-01-01 00:39:49,1,7.40,1,N,164,42,1,24,0.5,0.5,1,0,0.3,26.3
1,2018-01-01 00:46:33,2018-01-01 00:58:44,1,2.70,1,N,41,239,2,11,0.5,0.5,0,0,0.3,12.3
1,2018-01-01 00:31:37,2018-01-01 00:57:02,1,5.60,1,N,249,189,1,21,0.5,0.5,5.5,0,0.3,27.8
2,2018-01-01 00:19:50,2018-01-01 00:23:11,1,.84,1,N,142,239,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-01-01 00:24:30,2018-01-01 00:49:53,1,6.59,1,N,239,255,1,23,0.5,0.5,4.86,0,0.3,29.16
2,2018-01-01 00:52:22,2018-01-01 00:57:21,1,.98,1,N,255,80,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,2018-01-01 00:42:09,2018-01-01 01:02:40,1,14.30,1,N,132,129,1,39,0.5,0.5,8.06,0,0.3,48.36
2,2018-01-01 00:20:18,2018-01-01 00:54:46,2,3.57,1,N,164,230,1,22,0.5,0.5,4.66,0,0.3,27.96
2,2018-01-01 00:58:20,2018-01-01 01:33:39,2,9.02,1,N,163,232,1,31,0.5,0.5,0.01,0,0.3,32.31
2,2018-01-01 00:09:25,2018-01-01 00:17:54,1,1.39,1,N,43,162,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2018-01-01 00:35:45,2018-01-01 00:40:17,1,.70,1,N,237,141,2,5,0.5,0.5,0,0,0.3,6.3
2,2018-01-01 00:47:12,2018-01-01 00:48:41,1,.55,1,N,237,237,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2018-01-01 00:50:26,2018-01-01 01:00:03,1,1.85,1,N,237,162,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018-01-01 00:18:58,2018-01-01 00:26:29,1,1.24,1,N,45,125,2,7,0.5,0.5,0,0,0.3,8.3
2,2018-01-01 00:36:29,2018-01-01 00:50:38,1,3.54,1,N,249,33,1,13.5,0.5,0.5,4.44,0,0.3,19.24
